album_name_live,track_name_studio,artist_name_studio,track_id.x,track_id.y,track_key
Living In Clip,Letter to a John,Ani DiFranco,7qCU1BGUeMw09K9DdxXZOV,4OCAEXpCR1mBMZBBgJzoIV,7qCU1BGUeMw09K9DdxXZOV4OCAEXpCR1mBMZBBgJzoIV
So Much Shouting So Much Laughing,My IQ,Ani DiFranco,5TcHNz4a9bNWkuYr6j3cuX,18kttv09mqZsATC7rXI2dm,5TcHNz4a9bNWkuYr6j3cuX18kttv09mqZsATC7rXI2dm
Living In Clip,Napoleon,Ani DiFranco,7JFuQSjHY65h90ZdRn02Eu,6sqaZjJYuI9TI0mdODnSLa,7JFuQSjHY65h90ZdRn02Eu6sqaZjJYuI9TI0mdODnSLa
So Much Shouting So Much Laughing,Napoleon,Ani DiFranco,7JFuQSjHY65h90ZdRn02Eu,1rJZcY9kUnRJ1AtZOFDagS,7JFuQSjHY65h90ZdRn02Eu1rJZcY9kUnRJ1AtZOFDagS
Living In Clip,Not So Soft,Ani DiFranco,39pSfP8fMhKzHlZJZQA0vX,66KvqVK90iVAWNpTc43mem,39pSfP8fMhKzHlZJZQA0vX66KvqVK90iVAWNpTc43mem
So Much Shouting So Much Laughing,Not a Pretty Girl,Ani DiFranco,4pkQxuzzRyNzBmpQXztC3M,5k6jboQ4TbfazyCyNxy4LL,4pkQxuzzRyNzBmpQXztC3M5k6jboQ4TbfazyCyNxy4LL
So Much Shouting So Much Laughing,Not a Pretty Girl - No Walls Mixtape,Ani DiFranco,2SHYJ9EmTY7qS3PUIf5FkT,5k6jboQ4TbfazyCyNxy4LL,2SHYJ9EmTY7qS3PUIf5FkT5k6jboQ4TbfazyCyNxy4LL
Living In Clip,Out of Habit,Ani DiFranco,7lGyWajheYtP8sKUveGjHo,3OHr3grLAQBRajEIn2gNic,7lGyWajheYtP8sKUveGjHo3OHr3grLAQBRajEIn2gNic
Living In Clip,Out of Habit - No Walls Mixtape,Ani DiFranco,1GvLp6ZYqFUpL5jjViWodJ,3OHr3grLAQBRajEIn2gNic,1GvLp6ZYqFUpL5jjViWodJ3OHr3grLAQBRajEIn2gNic
Living In Clip,Out of Range,Ani DiFranco,7ex5yazkaGs29dypNeP6BW,5v3RcQMbdWPgD97oyiUQlo,7ex5yazkaGs29dypNeP6BW5v3RcQMbdWPgD97oyiUQlo
Living In Clip,Out of Range (Electric),Ani DiFranco,16oXjlIsDDwk78A06ABEi7,5v3RcQMbdWPgD97oyiUQlo,16oXjlIsDDwk78A06ABEi75v3RcQMbdWPgD97oyiUQlo
Living In Clip,Overlap,Ani DiFranco,1WhZuGEyMHkYGAa04UqsD6,3UvGmt9jQmLjqxkR7wE7QA,1WhZuGEyMHkYGAa04UqsD63UvGmt9jQmLjqxkR7wE7QA
So Much Shouting So Much Laughing,Reckoning,Ani DiFranco,2kHK4PLfeUg3s8dmWiQKN3,5AquEmuSRxAIq26GyscGsy,2kHK4PLfeUg3s8dmWiQKN35AquEmuSRxAIq26GyscGsy
So Much Shouting So Much Laughing,Revelling,Ani DiFranco,7yHVeXM6xN6nWKvvyKuxvz,6WjtfoQQWe30wd9LuMsaWI,7yHVeXM6xN6nWKvvyKuxvz6WjtfoQQWe30wd9LuMsaWI
So Much Shouting So Much Laughing,Rock Paper Scissors,Ani DiFranco,5EQ2eFgKJtVffXdwpejnUk,6pt8jHR4GEpmfgNmAspN3B,5EQ2eFgKJtVffXdwpejnUk6pt8jHR4GEpmfgNmAspN3B
So Much Shouting So Much Laughing,Self Evident,Ani DiFranco,6I1P3GWjKbq54PBfJYXe4W,1Furo59c21kyX8aw5ZRru5,6I1P3GWjKbq54PBfJYXe4W1Furo59c21kyX8aw5ZRru5
Living In Clip,Shameless,Ani DiFranco,2wxgkTPRT6jBuLVAxo8903,3MqzrHNXBHogH6NHQ2fDlb,2wxgkTPRT6jBuLVAxo89033MqzrHNXBHogH6NHQ2fDlb
So Much Shouting So Much Laughing,Shrug,Ani DiFranco,0L36EUnswf1OQjmEuxJWbI,4r4dmIjPCxtJG5nIMemU7l,0L36EUnswf1OQjmEuxJWbI4r4dmIjPCxtJG5nIMemU7l
Living In Clip,Shy,Ani DiFranco,55JAZodePCqoyXueneRnPT,5E8HkUmXHle2xQ6CLtsU2A,55JAZodePCqoyXueneRnPT5E8HkUmXHle2xQ6CLtsU2A
Living In Clip,Sorry I Am,Ani DiFranco,7IhPlamSU4sc5WLReokQxy,7Kmp7eljiv62IZp57CSrOd,7IhPlamSU4sc5WLReokQxy7Kmp7eljiv62IZp57CSrOd
So Much Shouting So Much Laughing,Swan Dive,Ani DiFranco,6npEPLgNyJ4UzWyjSyH1KJ,3CKPWOuEBXLn8jWsGtkIfb,6npEPLgNyJ4UzWyjSyH1KJ3CKPWOuEBXLn8jWsGtkIfb
So Much Shouting So Much Laughing,Swan Dive - No Walls Mixtape,Ani DiFranco,0tgZCOxgu3DG9RmJ4CvbVD,3CKPWOuEBXLn8jWsGtkIfb,0tgZCOxgu3DG9RmJ4CvbVD3CKPWOuEBXLn8jWsGtkIfb
Living In Clip,Tip Toe,Ani DiFranco,5CzOjmWTvbFGlwLS972Ngh,5VgFsarsBKioi28ncmtkjq,5CzOjmWTvbFGlwLS972Ngh5VgFsarsBKioi28ncmtkjq
So Much Shouting So Much Laughing,To The Teeth (Shootout Remix),Ani DiFranco,382zGDGUbJK1SMzXK3xucw,7ptxR2dzwBc1R3kQqKvLAH,382zGDGUbJK1SMzXK3xucw7ptxR2dzwBc1R3kQqKvLAH
So Much Shouting So Much Laughing,To the Teeth,Ani DiFranco,4ZhtIgZ3rIXQnjdDns3I7v,7ptxR2dzwBc1R3kQqKvLAH,4ZhtIgZ3rIXQnjdDns3I7v7ptxR2dzwBc1R3kQqKvLAH
So Much Shouting So Much Laughing,To the Teeth - No Walls Mixtape,Ani DiFranco,5ALdVXXmO7nHcjAWTEKNEL,7ptxR2dzwBc1R3kQqKvLAH,5ALdVXXmO7nHcjAWTEKNEL7ptxR2dzwBc1R3kQqKvLAH
Living In Clip,Untouchable Face,Ani DiFranco,2E8AVQcuYSlXm12g112Kef,7wsK8rdtPbNEOgpu7fcflG,2E8AVQcuYSlXm12g112Kef7wsK8rdtPbNEOgpu7fcflG
Living In Clip,Untouchable Face,Ani DiFranco,64PN8dtCRX1tjByf6yfe2X,7wsK8rdtPbNEOgpu7fcflG,64PN8dtCRX1tjByf6yfe2X7wsK8rdtPbNEOgpu7fcflG
So Much Shouting So Much Laughing,Welcome To:,Ani DiFranco,3rhJAs5MEE52YqqW2CJcAf,7FTwnfeYWnTt8ZBtrpLcOh,3rhJAs5MEE52YqqW2CJcAf7FTwnfeYWnTt8ZBtrpLcOh
So Much Shouting So Much Laughing,What How When Where (Why Who),Ani DiFranco,4v0QMMSs0M79S7MiOeJGck,1t3igFTBGIkjEUw8jL1HrX,4v0QMMSs0M79S7MiOeJGck1t3igFTBGIkjEUw8jL1HrX
So Much Shouting So Much Laughing,Whatall Is Nice,Ani DiFranco,4XmfJCDvBBsFumLfhsVh7j,6950ZW6MYVTwN4l6FRFl3U,4XmfJCDvBBsFumLfhsVh7j6950ZW6MYVTwN4l6FRFl3U
Living In Clip,Willing to Fight,Ani DiFranco,4LqiwnQe4ZlR8prQGIjzaJ,2tW0ADyWrkTDV6kocGbQjJ,4LqiwnQe4ZlR8prQGIjzaJ2tW0ADyWrkTDV6kocGbQjJ
So Much Shouting So Much Laughing,You Had Time,Ani DiFranco,5ezdmutheOfhOIdoEeK5vM,6EB59ZdPOIo2XVO015kNL8,5ezdmutheOfhOIdoEeK5vM6EB59ZdPOIo2XVO015kNL8
Live in Stockholm,(Sweet Sweet Baby) Since You've Been Gone,Aretha Franklin,3lrSnngQqNWgvQmcFbCJCx,5vg7K9MwOrotD1Q8gnYZgx,3lrSnngQqNWgvQmcFbCJCx5vg7K9MwOrotD1Q8gnYZgx
Live in Stockholm,(Sweet Sweet Baby) Since You've Been Gone - Mono,Aretha Franklin,1fQfd7oyrrcjsCA3qUnhKX,5vg7K9MwOrotD1Q8gnYZgx,1fQfd7oyrrcjsCA3qUnhKX5vg7K9MwOrotD1Q8gnYZgx
Live in Stockholm,(You Make Me Feel Like) A Natural Woman,Aretha Franklin,5K09WxKdlkroDyEVyOSySy,1kIgGlaAwTNOWW5qkB4m2B,5K09WxKdlkroDyEVyOSySy1kIgGlaAwTNOWW5qkB4m2B
Live in Stockholm,(You Make Me Feel Like) A Natural Woman - Mono,Aretha Franklin,1S8YOLgJKX5w4i4UhdbKzk,1kIgGlaAwTNOWW5qkB4m2B,1S8YOLgJKX5w4i4UhdbKzk1kIgGlaAwTNOWW5qkB4m2B
Divas Live,Ain't No Way,Aretha Franklin,0qgYfRBF5mSCPOdHdgus66,7mHxpXWwd3FhZCKqkP3fbF,0qgYfRBF5mSCPOdHdgus667mHxpXWwd3FhZCKqkP3fbF
Divas Live,Ain't No Way - Mono,Aretha Franklin,6p3iGqLGUxFES79KULUzFm,7mHxpXWwd3FhZCKqkP3fbF,6p3iGqLGUxFES79KULUzFm7mHxpXWwd3FhZCKqkP3fbF
"One Lord, One Faith, One Baptism",Ave Maria,Aretha Franklin,1wO7FZ4s3JSN7npip2zDR0,2BK2pHOEjGqOoQottD00UK,1wO7FZ4s3JSN7npip2zDR02BK2pHOEjGqOoQottD00UK
Live in Stockholm,Baby I Love You,Aretha Franklin,2VXUTvGuqBE3AC0ZMkouAe,6RjffiYbpA5X3QYwYsIV2a,2VXUTvGuqBE3AC0ZMkouAe6RjffiYbpA5X3QYwYsIV2a
Live in Stockholm,"Baby, I Love You",Aretha Franklin,5liSqIuo993Rj1ayyqQqAw,6RjffiYbpA5X3QYwYsIV2a,5liSqIuo993Rj1ayyqQqAw6RjffiYbpA5X3QYwYsIV2a
Divas Live,Chain of Fools,Aretha Franklin,6mXG9gssLzhnVWtq6UNu5J,6h4HJyK3bTRccEI9SLrl29,6mXG9gssLzhnVWtq6UNu5J6h4HJyK3bTRccEI9SLrl29
Divas Live,Chain of Fools,Aretha Franklin,2oZmMp5M6L0Rh7G84Um2tF,6h4HJyK3bTRccEI9SLrl29,2oZmMp5M6L0Rh7G84Um2tF6h4HJyK3bTRccEI9SLrl29
Live in Stockholm,Chain of Fools,Aretha Franklin,6mXG9gssLzhnVWtq6UNu5J,3MqJC3K59vRJYTLwuitEj5,6mXG9gssLzhnVWtq6UNu5J3MqJC3K59vRJYTLwuitEj5
Live in Stockholm,Chain of Fools,Aretha Franklin,2oZmMp5M6L0Rh7G84Um2tF,3MqJC3K59vRJYTLwuitEj5,2oZmMp5M6L0Rh7G84Um2tF3MqJC3K59vRJYTLwuitEj5
Live in Stockholm,Come Back Baby,Aretha Franklin,3cyWykDWEIr32xDFpNiGY3,5hLhPxamaFWyQmhDYmmLpC,3cyWykDWEIr32xDFpNiGY35hLhPxamaFWyQmhDYmmLpC
Divas Live,Day Dreaming,Aretha Franklin,7L4G39PVgMfaeHRyi1ML7y,328uIwA3Jvael4LQqJEZCv,7L4G39PVgMfaeHRyi1ML7y328uIwA3Jvael4LQqJEZCv
Live in Stockholm,Don't Let Me Lose This Dream,Aretha Franklin,6Ku82QCBc2uC0yfl7GJVVj,0CHmCJpKWdbwwQMaH4zQMP,6Ku82QCBc2uC0yfl7GJVVj0CHmCJpKWdbwwQMaH4zQMP
Aretha Live at Fillmore West,Don't Play That Song,Aretha Franklin,4M1zcX803dgkDkISHZDPYi,2DV4YjrsrhB7u7waXAKsS9,4M1zcX803dgkDkISHZDPYi2DV4YjrsrhB7u7waXAKsS9
Aretha Live at Fillmore West,Don't Play That Song (You Lied) (with The Royal Philharmonic Orchestra),Aretha Franklin,5vW4aaWSi5xdPyRPLdfeQ3,2DV4YjrsrhB7u7waXAKsS9,5vW4aaWSi5xdPyRPLdfeQ32DV4YjrsrhB7u7waXAKsS9
Aretha Live at Fillmore West,Dr. Feelgood (Love Is a Serious Business),Aretha Franklin,0xGcAq56TXf3RnSHkCiL9k,3fZupmFti8Pb6rUm8obXsS,0xGcAq56TXf3RnSHkCiL9k3fZupmFti8Pb6rUm8obXsS
Live in Stockholm,Dr. Feelgood (Love Is a Serious Business),Aretha Franklin,0xGcAq56TXf3RnSHkCiL9k,2UKeWAnNbXQgwMWFIPh4jx,0xGcAq56TXf3RnSHkCiL9k2UKeWAnNbXQgwMWFIPh4jx
Aretha Live at Fillmore West,Eleanor Rigby,Aretha Franklin,5ryGpLshVg4CFM42WEDzcd,5t9cUodALGEuaOBwhknTJV,5ryGpLshVg4CFM42WEDzcd5t9cUodALGEuaOBwhknTJV
Live in Stockholm,Groovin',Aretha Franklin,1FjyfUBL7Dj1GpSxL1XLCQ,7cnutZsEtfgNslDWdncr8V,1FjyfUBL7Dj1GpSxL1XLCQ7cnutZsEtfgNslDWdncr8V
Tiny Sparrow: The Bobby Scott Sessions,I May Never Get To Heaven,Aretha Franklin,3H4e0h2ipItBCeeq3GdcSZ,2ypgg1FL4H2GHr87fayjsA,3H4e0h2ipItBCeeq3GdcSZ2ypgg1FL4H2GHr87fayjsA
Live in Stockholm,I Never Loved a Man (The Way I Love You),Aretha Franklin,1hES47PrbU8GPTI5A9lsr0,4iAjI9JjtB4qnLuBgjqrMW,1hES47PrbU8GPTI5A9lsr04iAjI9JjtB4qnLuBgjqrMW
Live in Stockholm,I Never Loved a Man (The Way I Love You) - Stereo,Aretha Franklin,6soyMRtt1bM1ba5e8Hg4o6,4iAjI9JjtB4qnLuBgjqrMW,6soyMRtt1bM1ba5e8Hg4o64iAjI9JjtB4qnLuBgjqrMW
Live in Stockholm,Night Life,Aretha Franklin,0ZRylPJOOywX0X5gFMnhZR,3dXNhMtIfEtYDvTTQCgwGQ,0ZRylPJOOywX0X5gFMnhZR3dXNhMtIfEtYDvTTQCgwGQ
Live in Stockholm,Night Life,Aretha Franklin,1lcqR8gUsUVnCZjaT6brrX,3dXNhMtIfEtYDvTTQCgwGQ,1lcqR8gUsUVnCZjaT6brrX3dXNhMtIfEtYDvTTQCgwGQ
Divas Live,Precious Memories,Aretha Franklin,6NhWz5c9LZcLFZbNYp35Xh,6xKnrPqPbfsXkYmAFT4zCM,6NhWz5c9LZcLFZbNYp35Xh6xKnrPqPbfsXkYmAFT4zCM
Aretha Live at Fillmore West,Respect,Aretha Franklin,7s25THrKz86DM225dOYwnr,2eQOTnIdn1kwhORg9HhUQI,7s25THrKz86DM225dOYwnr2eQOTnIdn1kwhORg9HhUQI
Divas Live,Respect,Aretha Franklin,7s25THrKz86DM225dOYwnr,74Zd2dsIMJqLJmMXb1e0Ei,7s25THrKz86DM225dOYwnr74Zd2dsIMJqLJmMXb1e0Ei
Live in Stockholm,Respect,Aretha Franklin,7s25THrKz86DM225dOYwnr,3oBZ5xTyAg4tFMFhg4RdLC,7s25THrKz86DM225dOYwnr3oBZ5xTyAg4tFMFhg4RdLC
Aretha Live at Fillmore West,Respect (with The Royal Philharmonic Orchestra),Aretha Franklin,5WzvMWs3IrIWnLL77XUmFI,2eQOTnIdn1kwhORg9HhUQI,5WzvMWs3IrIWnLL77XUmFI2eQOTnIdn1kwhORg9HhUQI
Divas Live,Respect (with The Royal Philharmonic Orchestra),Aretha Franklin,5WzvMWs3IrIWnLL77XUmFI,74Zd2dsIMJqLJmMXb1e0Ei,5WzvMWs3IrIWnLL77XUmFI74Zd2dsIMJqLJmMXb1e0Ei
Live in Stockholm,Respect (with The Royal Philharmonic Orchestra),Aretha Franklin,5WzvMWs3IrIWnLL77XUmFI,3oBZ5xTyAg4tFMFhg4RdLC,5WzvMWs3IrIWnLL77XUmFI3oBZ5xTyAg4tFMFhg4RdLC
Divas Live,Rock Steady,Aretha Franklin,7rvGZDlfqCjY9EWEUg3Xs6,1c08u7xRMRSyU7H6ArhXKo,7rvGZDlfqCjY9EWEUg3Xs61c08u7xRMRSyU7H6ArhXKo
Live in Stockholm,Soul Serenade,Aretha Franklin,7JTOzgSUnVvn4RagIEJjDn,2QcWJ855Uwwi7gS5pcUfps,7JTOzgSUnVvn4RagIEJjDn2QcWJ855Uwwi7gS5pcUfps
Aretha Live at Fillmore West,Spirit in the Dark,Aretha Franklin,1wGvueGYFPUmQUtVglgcPt,0yCMHJqvONxxcKY8ifaqS4,1wGvueGYFPUmQUtVglgcPt0yCMHJqvONxxcKY8ifaqS4
Aretha Live at Fillmore West,Spirit in the Dark,Aretha Franklin,1wGvueGYFPUmQUtVglgcPt,2W1I63tMHrmnOPGXAUEicI,1wGvueGYFPUmQUtVglgcPt2W1I63tMHrmnOPGXAUEicI
Divas Live,Think,Aretha Franklin,4yQw7FR9lcvL6RHtegbJBh,71DnhLXbjE40FYUxkqmdtu,4yQw7FR9lcvL6RHtegbJBh71DnhLXbjE40FYUxkqmdtu
Divas Live,Think (1989),Aretha Franklin,3DEMkCWgYWCGDmrgb3Thgu,71DnhLXbjE40FYUxkqmdtu,3DEMkCWgYWCGDmrgb3Thgu71DnhLXbjE40FYUxkqmdtu
Divas Live,Think (with The Royal Philharmonic Orchestra),Aretha Franklin,5nNwGGIZmgUVdxOscPgJl2,71DnhLXbjE40FYUxkqmdtu,5nNwGGIZmgUVdxOscPgJl271DnhLXbjE40FYUxkqmdtu
Before The Flood,All Along the Watchtower,Bob Dylan,0Fnb2pfBfu0ka33d6Yki17,1bsyJmIrgFIIYzbZIYZ7Cr,0Fnb2pfBfu0ka33d6Yki171bsyJmIrgFIIYzbZIYZ7Cr
Dylan & The Dead,All Along the Watchtower,Bob Dylan,0Fnb2pfBfu0ka33d6Yki17,1z56u8TDvHTB6rA9aQSQvM,0Fnb2pfBfu0ka33d6Yki171z56u8TDvHTB6rA9aQSQvM
Mtv Unplugged,All Along the Watchtower,Bob Dylan,0Fnb2pfBfu0ka33d6Yki17,7ISP5Y8A11ihQWTU3McSV7,0Fnb2pfBfu0ka33d6Yki177ISP5Y8A11ihQWTU3McSV7
Bob Dylan In Concert: Brandeis University 1963,Ballad of Hollis Brown,Bob Dylan,3Si9u9FVlUTcUXVcawnstJ,49mh4Sb9rSwaIcrasmfI8a,3Si9u9FVlUTcUXVcawnstJ49mh4Sb9rSwaIcrasmfI8a
Bob Dylan Live At Carnegie Hall 1963,Ballad of Hollis Brown,Bob Dylan,3Si9u9FVlUTcUXVcawnstJ,2QBUbz7bmi049Fm5pKF7mv,3Si9u9FVlUTcUXVcawnstJ2QBUbz7bmi049Fm5pKF7mv
Before The Flood,Ballad of a Thin Man,Bob Dylan,0f5N14nB8xi0p3o4BlVvbx,22AcnJdThFNonl3dPpb84M,0f5N14nB8xi0p3o4BlVvbx22AcnJdThFNonl3dPpb84M
Before The Flood,Blowin' in the Wind,Bob Dylan,18GiV1BaXzPVYpp9rmOg0E,2Xc1Xd7q4bunmnYkwIwJGY,18GiV1BaXzPVYpp9rmOg0E2Xc1Xd7q4bunmnYkwIwJGY
Bob Dylan In Concert: Brandeis University 1963,Bob Dylan's Dream,Bob Dylan,4MNxOR2Fu4NqJ892UdYx0h,7c7g0REAgYXSA8pFLtVoHA,4MNxOR2Fu4NqJ892UdYx0h7c7g0REAgYXSA8pFLtVoHA
Bob Dylan Live At Carnegie Hall 1963,Boots of Spanish Leather,Bob Dylan,6QHYEZlm9wyfXfEM1vSu1P,5PNtzbMe7UsK1uUpdEWlZx,6QHYEZlm9wyfXfEM1vSu1P5PNtzbMe7UsK1uUpdEWlZx
Mtv Unplugged,Desolation Row,Bob Dylan,4n1ZGm3TxYmoYe1YR8cMus,1bEz5UZHlW841d51OUuuQt,4n1ZGm3TxYmoYe1YR8cMus1bEz5UZHlW841d51OUuuQt
Before The Flood,"Don't Think Twice, It's All Right",Bob Dylan,2WOjLF83vqjit2Zh4B69V3,7dLdsnS0rQX3dB9jlp9SSv,2WOjLF83vqjit2Zh4B69V37dLdsnS0rQX3dB9jlp9SSv
Dylan & The Dead,Gotta Serve Somebody,Bob Dylan,760420tYNmNjFgi8bWvbop,7BBg6ZpwfB1KVKEQehUbGl,760420tYNmNjFgi8bWvbop7BBg6ZpwfB1KVKEQehUbGl
Before The Flood,Highway 61 Revisited,Bob Dylan,6os5B6xjuke9YfBKH3tu1e,7iCYO5Db1xLBqmzYf4T2EO,6os5B6xjuke9YfBKH3tu1e7iCYO5Db1xLBqmzYf4T2EO
Bob Dylan In Concert: Brandeis University 1963,"Honey, Just Allow Me One More Chance",Bob Dylan,71XTdtW3bvmIrotG8yYVMS,2ptRToH2MrfmeFctB54XxF,71XTdtW3bvmIrotG8yYVMS2ptRToH2MrfmeFctB54XxF
Dylan & The Dead,I Want You,Bob Dylan,7tJQ4Ekp2vN3NlI3vJJW3v,4SCJH07MVCOOCxDkOF2xZG,7tJQ4Ekp2vN3NlI3vJJW3v4SCJH07MVCOOCxDkOF2xZG
Before The Flood,It Ain't Me Babe,Bob Dylan,5nbNWAfT1S6V1vqj3snHxS,6N5ocPkQ8FPaZu90bRSJM7,5nbNWAfT1S6V1vqj3snHxS6N5ocPkQ8FPaZu90bRSJM7
Before The Flood,"It's Alright, Ma (I'm Only Bleeding)",Bob Dylan,5Oer8yskMaCGXwGSfM7xr9,13xOSoL6ErbEd6JPKtqZ2I,5Oer8yskMaCGXwGSfM7xr913xOSoL6ErbEd6JPKtqZ2I
Dylan & The Dead,Joey,Bob Dylan,3sXLemtrtO6ygZF0G4OIwI,2jlkCy1VD6Ha7AYUd85yjO,3sXLemtrtO6ygZF0G4OIwI2jlkCy1VD6Ha7AYUd85yjO
Before The Flood,Just Like a Woman,Bob Dylan,37Dl7jQMmt0gUnzTKqnjkN,478if4L7NYDT3qC5wH7nbi,37Dl7jQMmt0gUnzTKqnjkN478if4L7NYDT3qC5wH7nbi
Before The Flood,"Lay, Lady, Lay",Bob Dylan,4uYwlMp841PLJmj1gJJwIq,5IxDmhavVKeGl1xig1DOZE,4uYwlMp841PLJmj1gJJwIq5IxDmhavVKeGl1xig1DOZE
Before The Flood,Like a Rolling Stone,Bob Dylan,3AhXZa8sUQht0UEdBJgpGc,45EwNhLS19bQGUFGdLkn7o,3AhXZa8sUQht0UEdBJgpGc45EwNhLS19bQGUFGdLkn7o
